LINE_ID,PRIVATE_LA,PGMN_WELL,CONS_AUTHO,COUNTY,TOWNSHIP,LOT,CONCESSION,AQUIFER_TY,AQUIFER_LI,STRATIGRAP,STRATI_DES,NO_RECORD,WELL_DEPTH,WEL_PIEZOM,SCREEN_HOL,lat,lon,ELVA_GROUN,SITE_ID
21,PRIVATE LAND,W0000145-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,SOPHIASBURGH,LOT 61,CON 2,BEDROCK,LIMESTONE,5304825,N/A,N/A,21,20.32,OPEN HOLE: 12.1 - 21.0M,0,0,103.3,145
22,NOT PRIVATE LAND,W0000155-1,QUINTE CONSERVATION,HASTINGS COUNTY,TYENDINAGA,LOT 34,CON 9,BEDROCK,GREY AND GREEN LIMESTONE,2919757,N/A,N/A,43.6,15.88,OPEN HOLE: 6.7 - 43.6M,44.38019,-77.158829,160.51,155
23,NOT PRIVATE LAND,W0000156-2,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,NEPEAN,LOT 12,CON 5,OVERBURDEN,GRAVEL,1532866,N/A,N/A,26.2,5.08,SCREEN 18.3 - 26.21M,45.23221,-75.808841,91.7,156
24,PRIVATE LAND,W0000318-1,MISSISSIPPI VALLEY C.A.,LANARK COUNTY,BECKWITH,LOT 14,CON 9,BEDROCK,"GREY, WHITE AND BROWN SANDSTONE",3514045,N/A,N/A,27.4,15.88,OPEN HOLE: 13.4 - 27.4M,0,0,137.47,318
25,NOT PRIVATE LAND,W0000424-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,WELLESLEY,LOT 7,CON 14,INTERFACE,"SILTY-SANDY TILL, DOLOSTONE, GYPSUM",6509622,N/A,N/A,86.9,6.05,SCREEN: 85.4M-86.9M,43.58211,-80.688443,379.124,424
26,NOT PRIVATE LAND,W0000451-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 34,N/A,OVERBURDEN,SAND,1107360,N/A,N/A,11.3,15.88,SCREEN: 10.0-11.3M,46.53387,-84.239752,190.6,451
27,NOT PRIVATE LAND,W0000026-1,CREDIT VALLEY CONSERVATION,WELLINGTON COUNTY,ERIN,LOT 16,CON 10,BEDROCK,LIMESTONE,6713771,N/A,N/A,35.96,26.04,OPEN HOLE: 8.4M-36.0M,43.78018,-80.066011,392.96,26
28,NOT PRIVATE LAND,W0000027-1,HAMILTON REGION C.A.,HAMILTON CITY,SALTFLEET,LOT 12,CON 5,BEDROCK,DOLOSTONE,6813467,N/A,N/A,7.01,4,SCREEN: 5.5M-7.0M,43.18943,-79.703229,192.697,27
29,NOT PRIVATE LAND,W0000085-1,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,NEPEAN,LOT 11,CON 2,OVERBURDEN,FINE SAND WITH COBBLES,N/A,"BH 97-2 GOLDER ASSOCIATES, 1997",N/A,16.24,3.81,SCREEN: 12.3 - 16.24 M,45.26264,-75.712529,91.78,85
30,NOT PRIVATE LAND,W0000066-1,GREY SAUBLE C.A.,GREY COUNTY,COLLINGWOOD,LOT 4,CON 6,BEDROCK,LIMESTONE,N/A,N/A,2503905,18.53,10.16,OPEN HOLE,44.41534,-80.369385,495.96,66
31,NOT PRIVATE LAND,W0000069-1,GREY SAUBLE C.A.,GREY COUNTY,KEPPEL,LOT 24,CON 24,BEDROCK,LIMESTONE,N/A,N/A,2508822,11.54,12.7,OPEN HOLE,44.76145,-81.02167,245.8,69
32,NOT PRIVATE LAND,W0000044-3,CENTRAL LAKE ONTARIO C.A.,DURHAM REGIONAL MUNICIPALITY,DARLINGTON,LOT 6,CON 4,OVERBURDEN,TILL,N/A,N/A,1901484/1910451,36.52,3.81,N/A-  TO BE DETERMINED,43.96443,-78.682778,154.26,44
33,NOT PRIVATE LAND,W0000045-1,TORONTO AND REGION C.A.,DURHAM REGIONAL MUNICIPALITY,AJAX,LOT 13,CON 4,OVERBURDEN,SAND AND CLAY,4605087,N/A,N/A,14.95,6,SCREEN: 13.4 - 14.3M,43.89712,-79.063442,122.9,45
483,NOT PRIVATE LAND,W0000428-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,WILMOT,LOT 9,CON 2,OVERBURDEN,"GRAVEL, SAND",6509617,N/A,N/A,81.1,7.62,SCREEN: 46.0M-47.5M,43.35747,-80.565339,345.238,428
484,PRIVATE LAND,W0000429-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 30,CON 12,OVERBURDEN,SILTY CLAY,6507681,N/A,N/A,42.67,5.08,SCREEN: 39.6M-42.7M,0,0,302.406,429
485,NOT PRIVATE LAND,W0000458-1,RAISIN REGION C.A.,PRESCOTT AND RUSSELL UNITED COUNTIES,HAWKESBURY,LOT 8,BROKEN FRONT,BEDROCK,SHALE,N/A,N/A,N/A,24,15.88,OPEN HOLE:  6 - 24.0M,45.61101,-74.600914,42.9,458
486,NOT PRIVATE LAND,W0000468-1,KETTLE CREEK C.A.,ELGIN COUNTY,YARMOUTH,LOT 9,CON 11,OVERBURDEN,"SAND, GRAVEL",2002476,N/A,N/A,20.73,12.5,SCREEN: 18.9M-20.4M,42.83182,-81.147583,236.7,468
487,NOT PRIVATE LAND,W0000469-1,UPPER THAMES RIVER C.A.,MIDDLESEX COUNTY,WESTMINSTER,LOT 18,CON 2,BEDROCK,LIMESTONE,4116060,N/A,N/A,69.81,5.08,SCREEN: 65.7M-69.1M,42.94347,-81.192099,273.58,469
488,NOT PRIVATE LAND,W0000470-1,UPPER THAMES RIVER C.A.,MIDDLESEX COUNTY,LONDON,LOT 25,CON 1,OVERBURDEN,SAND,N/A,SILT TILL - 5.0M; SAND - 14.0M,N/A,14,5.08,SCREEN: 11.0-14.0M,42.97325,-81.321889,266.96,470
489,NOT PRIVATE LAND,W0000471-1,SAUGEEN VALLEY C.A.,BRUCE COUNTY,SAUGEEN,LOT 30,CON LR,OVERBURDEN,GRAVEL,1411214,N/A,N/A,23.16,5.08,SCREEN: 11.89-17.98M,44.41637,-81.410042,200.14,471
490,NOT PRIVATE LAND,W0000475-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,DORION,LOT 1,CON 6,OVERBURDEN,RED GRAVEL,N/A,N/A,N/A,22.6,15.88,SCREEN: 21.6 - 22.6M,48.84182,-88.605654,239.47,475
34,NOT PRIVATE LAND,W0000046-1,GRAND RIVER C.A.,WELLINGTON COUNTY,PUSLINCH,LOT 3,CON 10,BEDROCK,LIMESTONE,6713287,N/A,N/A,30.48,15.88,OPEN HOLE: 6.4M-30.5M,43.54642,-80.179245,315.94,46
35,NOT PRIVATE LAND,W0000071-1,LAKE SIMCOE REGION C.A.,YORK REGIONAL MUNICIPALITY,WHITCHURCH,LOT 19,CON 7,OVERBURDEN,SAND,6922751,N/A,N/A,39.62,2.54,SCREEN: 36.6M - 39.6 M,44.02815,-79.319341,331.41,71
36,PRIVATE LAND,W0000089-1,RAISIN REGION C.A.,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",LANCASTER,LOT 23,CON 1,OVERBURDEN,GRAVEL,2302990,N/A,N/A,13.1,15.88,OPEN AT END OF CASING -12.8 M,0,0,48.07,89
37,NOT PRIVATE LAND,W0000337-1,CONSERVATION HALTON,HAMILTON CITY,EAST FLAMBOROUGH,LOT 10,CON 9,BEDROCK,DOLOSTONE,N/A,"SAND, SILT - 3.2M; DOLOSTONE - 27.6M",N/A,27.6,5.08,SCREEN: 16.76M-22.86M,43.38804,-79.993306,257.852,337
38,PRIVATE LAND,W0000108-1,ST. CLAIR REGION C.A.,LAMBTON COUNTY,SOMBRA,LOT E,CON 5,OVERBURDEN,N/A,N/A,N/A,N/A,50.34,11.4,SLOTTED PIPE: 31.4 - 34.1 M,0,0,175.93,108
39,NOT PRIVATE LAND,W0000203-1,ESSEX REGION C.A.,ESSEX COUNTY,SANDWICH,LOT 303,TALBOT ROAD NORTH SIDE,BEDROCK,LIMESTONE,2105660,N/A,N/A,39.62,15.88,OPEN HOLE: 37.5M-39.6M,42.22748,-82.959755,193.23,203
40,NOT PRIVATE LAND,W0000204-1,ESSEX REGION C.A.,ESSEX COUNTY,PELEE,LOT 64,N/A,BEDROCK,LIMESTONE,2105663,N/A,N/A,28.96,15.88,OPEN HOLE: 24.7M-28.3M,41.77914,-82.670675,175.11,204
41,NOT PRIVATE LAND,W0000163-2,CREDIT VALLEY CONSERVATION,PEEL REGIONAL MUNICIPALITY,CALEDON,LOT 6,CON 6,OVERBURDEN,"SILTY SAND, SANDY SILT",4909396,N/A,N/A,8.14,3.18,SCREEN: 6.4M-7.9M,43.76771,-80.007884,426.84,163
42,NOT PRIVATE LAND,W0000163-3,CREDIT VALLEY CONSERVATION,PEEL REGIONAL MUNICIPALITY,CALEDON,LOT 6,CON 6,OVERBURDEN,GRAVEL,4909396,N/A,N/A,23.16,5.08,SCREEN: 21.64M-23.16M,43.76771,-80.007884,426.84,163
43,NOT PRIVATE LAND,W0000073-1,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,GRIMSBY,LOT 12,CON 5,BEDROCK,DOLOSTONE,3802296,/3801963,N/A,14.33,15.88,OPEN HOLE: 13.41M-14.33 M,43.16299,-79.590684,191.11,73
44,NOT PRIVATE LAND,W0000077-1,GREY SAUBLE C.A.,GREY COUNTY,EUPHRASIA,LOT 21,CON 6,BEDROCK,LIMESTONE,2507279,N/A,N/A,10.36,15.88,OPEN HOLE: 7.5M-10.36 M,44.46618,-80.590301,433.72,77
45,NOT PRIVATE LAND,W0000081-1,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,OSGOODE,LOT 28,BROKEN FRONT,BEDROCK,GREY LIMESTONE,1516562,N/A,N/A,56.4,15.88,OPEN HOLE: 21.6 - 56.4M,45.13465,-75.633469,81,81
46,NOT PRIVATE LAND,W0000306-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 24,CON 7,OVERBURDEN,"SAND, SILTY SAND",6509352,N/A,N/A,13.87,6.98,SCREEN: 9.1M-13.7M,43.29218,-80.385349,307.703,306
47,NOT PRIVATE LAND,W0000347-3,GRAND RIVER C.A.,DUFFERIN COUNTY,MELANCTHON,LOT 260,CON 2,BEDROCK,DOLOSTONE,1706041,N/A,N/A,21.64,10.16,OPEN HOLE: 7.8M-21.6M,44.15293,-80.311646,508.231,347
48,NOT PRIVATE LAND,W0000348-1,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HAMILTON,LOT 16,CON 7,OVERBURDEN,GREY GRAVEL,4513608,N/A,N/A,16.8,7.62,SCREEN: 14 - 15.6M,44.08329,-78.21976,253.28,348
49,PRIVATE LAND,W0000349-1,RIDEAU VALLEY C.A.,LEEDS AND GRENVILLE UNITED COUNTIES,KITLEY,LOT 11,CON 6,BEDROCK,GREY  LIMESTONE,3615806,N/A,N/A,24.7,15.88,OPEN HOLE: 6.1 - 24.7M,0,0,106.25,349
50,NOT PRIVATE LAND,W0000082-1,RIDEAU VALLEY C.A.,LANARK COUNTY,NORTH ELMSLEY,LOT 19,CON 6,BEDROCK,SANDSTONE,3501550,N/A,N/A,12.5,15.88,OPEN HOLE: 6.7-11.9 M,44.85818,-76.135458,129.28,82
506,NOT PRIVATE LAND,W0000506-1,NOTTAWASAGA VALLEY C.A.,DUFFERIN COUNTY,MELANCTHON,Lot 29,Con 4,Bedrock,limestone,A071806,N/A,N/A,55.08,2,SCREEN:  52.46 M- 54 M,44.227996,-80.275002,516.72,506
505,NOT PRIVATE LAND,W0000505-1,NOTTAWASAGA VALLEY C.A.,DUFFERIN COUNTY,MELANCTHON,Lot 29,Con 4,Overburden,sand,A071806,N/A,N/A,14.6,2,SCREEN:  12.16 M- 15 M,44.227996,-80.275002,516.72,505
500,PRIVATE LAND,W0000500-1,KETTLE CREEK C.A.,MIDDLESEX COUNTY,DORCHESTER,LOT 6,CON 6,Overburden,sand,N/A,N/A,N/A,18,5,SCREEN:  17 M- 18 M,0,0,243,500
507,NOT PRIVATE LAND,W0000507-1,NOTTAWASAGA VALLEY C.A.,DUFFERIN COUNTY,MELANCTHON,Lot 29,Con 4,Bedrock,limestone,A071806,N/A,N/A,77.38,2,SCREEN:  76 M-  77.35 M,44.227996,-80.275002,516.72,507
0,NOT PRIVATE LAND,W0000497-1,Toronto and Region CA,York Regional Municipality,VAUGHAN,LOT 19,CON 7,Overburden,Clay with sand and gravel,A105019,N/A,N/A,35.81,5,SCREEN:  29.26 M- 35.36M,43.83315,-79.59187,206,
0,NOT PRIVATE LAND,W0000508-1,NOTTAWASAGA VALLEY C.A.,Simcoe County,Essa,Lot 1,Con 7,Overburden,till,A128707,N/A,N/A,152.3,2.5,SCREEN: 150.8M-152.3,44.270802,-79.719901,292,508
