PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000162-1	2014-09-23	C214865-0004	MOE	6.3	
W0000162-1	2015-09-08	C223085-0004	MOE	8.0	
W0000163-2	2002-10-29	C99529-0003	MOE	0.95	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000163-2	2006-09-21	O40382	Maxxam Analytics Inc 		
W0000163-2	2007-09-25	U87170	Maxxam Analytics Inc 		
W0000163-2	2008-05-08	Y53633	Maxxam Analytics Inc 	1.6	
W0000163-2	2009-10-06	C171700-0001	MOE	12.0	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000163-2	2010-10-04	C180438-0001	MOE	2.1	
W0000163-2	2011-10-06	C189185-0001	MOE		
W0000163-2	2012-09-26	C197610-0001	MOE	14.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000163-2	2013-10-09	C206888-0001	MOE	2.0	
W0000163-2	2014-10-07	C215283-0001	MOE	0.81	
W0000163-2	2015-10-07	C224121-0001	MOE	0.84	
W0000163-3	2002-10-29	C99529-0004	MOE	8.4	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000163-3	2006-09-21	O40381	Maxxam Analytics Inc 		
W0000163-3	2007-09-25	U87169	Maxxam Analytics Inc 		
W0000163-3	2008-05-08	Y53634	Maxxam Analytics Inc 	0.4	
W0000163-3	2008-09-24	C163205-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect; error with CasingID (the analytical results belong to W163-2)
W0000163-3	2008-10-01	C163363-0001	MOE	2.1	
W0000163-3	2009-10-07	C171754-0001	MOE	0.92	
W0000163-3	2010-10-05	C180499-0002	MOE	3.5	
W0000163-3	2011-10-06	C189179-0001	MOE		
W0000163-3	2012-09-26	C197609-0001	MOE	18.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000163-3	2013-10-09	C206887-0001	MOE	1.2	
W0000163-3	2014-10-07	C215284-0001	MOE	0.64	
W0000163-3	2015-10-07	C224122-0001	MOE	1.4	
W0000164-2	2002-10-28	C99529-0001	MOE	0.84 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000164-2	2006-09-21	O40383	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Iron suspect
W0000164-2	2007-09-25	U87167	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000164-2	2008-05-07	Y50955	Maxxam Analytics Inc 	0.13 	 
W0000164-2	2008-09-30	C163322-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Cations missing;
W0000164-2	2009-10-06	C171701-0001	MOE	10 	
W0000164-2	2010-10-04	C180439-0001	MOE	10 	
W0000164-2	2011-10-06	C189182-0001	MOE		
W0000164-2	2012-09-26	C197613-0001	MOE	16	Ionic balance > 5%, use with caution; Calcium suspect
W0000164-2	2013-10-09	C206890-0001	MOE	0.83	
W0000164-2	2014-10-07	C215282-0001	MOE	2.1	
W0000164-2	2015-10-07	C224119-0001	MOE	9.2	
W0000164-3	2002-10-28	C99529-0002	MOE	2.8	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000164-3	2006-09-21	O40384	Maxxam Analytics Inc 		Iron suspect
W0000164-3	2007-09-25	U87168	Maxxam Analytics Inc 		
W0000164-3	2008-05-07	Y50958	Maxxam Analytics Inc 	0.4	
W0000164-3	2008-09-30	C163320-0001	MOE	8.1	
W0000164-3	2009-10-07	C171755-0001	MOE	0.57	
W0000164-3	2010-10-04	C180440-0001	MOE	0.54	
W0000164-3	2011-10-06	C189183-0001	MOE		
W0000164-3	2012-09-26	C197608-0001	MOE	4.1	
W0000164-3	2013-10-09	C206889-0001	MOE	1.9	
W0000164-3	2014-10-07	C215281-0001	MOE	1.2	
W0000164-3	2015-10-07	C224120-0001	MOE	17.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000165-2	2006-09-22	O42126	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000165-2	2007-09-26	U90626	Maxxam Analytics Inc 		 
W0000165-2	2007-09-26	C155254-0001	MOE	1.3	
W0000165-2	2008-05-08	Y53635	Maxxam Analytics Inc 	5.74	Ionic balance > 5%, use with caution; Calcium suspect
W0000165-2	2008-09-30	C163321-0001	MOE	29.0	Ionic balance > 10%, use with caution;
W0000165-2	2009-10-08	C171810-0001	MOE	4.5	
W0000165-2	2010-10-06	C180519-0001	MOE	150.0	Ionic balance > 40%, use with caution; Chloride suspect
W0000165-2	2011-10-03	C189051-0001	MOE		
W0000165-2	2012-09-24	C197521-0001	MOE	7.1	
W0000165-2	2014-10-08	C215341-0001	MOE	1.1	
W0000165-2	2015-10-06	C224064-0001	MOE	5.3	
W0000165-3	2006-09-19	O33599	Maxxam Analytics Inc 		 
W0000165-3	2007-09-20	C155087-0001	MOE	5.6 	
W0000165-3	2007-09-20	U78907	Maxxam Analytics Inc 		 
W0000165-3	2008-05-14	Y62567	Maxxam Analytics Inc 	2.48 	 
W0000165-3	2008-09-30	C163323-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Anions missing; Cations missing
W0000165-3	2009-10-14	C171984-0001	MOE	5.3 	
W0000165-3	2010-10-06	C180520-0001	MOE	2.1 	
W0000165-3	2011-09-27	C188911-0001	MOE		
W0000165-3	2012-10-10	C197952-0001	MOE	9.5	
W0000165-3	2013-09-26	C206445-0001	MOE	5.8	
W0000165-3	2014-10-08	C215342-0001	MOE	8.9	
W0000165-3	2015-10-06	C224063-0001	MOE	1.4	
W0000166-1	2003-09-11	C109001-0001	MOE	4.7 	
W0000166-1	2004-06-21	172201	York-Durham_Lab	0.58 [ 0.01  ] 	 
W0000166-1	2004-09-08	183091	York-Durham_Lab	0.31 [ 0.01  ] 	 
W0000166-1	2005-06-09	220583	York-Durham_Lab	0.64 [ 0.01  ] 	 
W0000166-1	2005-10-19	241230	York-Durham_Lab	0.34 [ 0.01  ] 	 
W0000166-1	2006-06-06	273227	York-Durham_Lab	0.04 [ 0.01  ] 	 
W0000166-1	2006-11-09	299762	York-Durham_Lab	0.79 [ 0.01  ] 	 
W0000166-1	2007-06-19	332958	York-Durham_Lab	1.8 [ 0.01  ] 	 
W0000166-1	2007-11-19	359347	York-Durham_Lab	0.13 [ 0.01  ] 	 
W0000166-1	2008-09-17	C162963-0001	MOE	3.1 	
W0000166-1	2009-10-20	C172252-0002	MOE	3.8 	
W0000166-1	2010-11-15	C181670-0001	MOE	2 	
W0000166-1	2011-11-07	C190212-0002	MOE	0.82	
W0000166-1	2012-10-17	C198221-0001	MOE	19	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000166-1	2013-10-08	C206886-0002	MOE	0.18	
W0000166-1	2014-10-07	C215286-0002	MOE	0.077	
W0000166-1	2015-10-21	C224877-0002	MOE	16	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000167-1	2002-11-28	C100586-0001	MOE	2.7 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000167-1	2004-06-21	172202	York-Durham_Lab	1.94 [ 0.01  ] 	 
W0000167-1	2004-09-08	183092	York-Durham_Lab	1.28 [ 0.01  ] 	 
W0000167-1	2005-05-26	218233	York-Durham_Lab	0.5 [ 0.01  ] 	 
W0000167-1	2005-10-19	241231	York-Durham_Lab	1.69 [ 0.01  ] 	 
W0000167-1	2006-06-06	273228	York-Durham_Lab	0.44 [ 0.01  ] 	Aluminum suspect;
W0000167-1	2006-10-16	295607	York-Durham_Lab	0.75 [ 0.01  ] 	 
W0000167-1	2007-06-12	331632	York-Durham_Lab	1.92 [ 0.01  ] 	 
W0000167-1	2007-11-07	357853	York-Durham_Lab	1.12 [ 0.01  ] 	 
W0000167-1	2008-09-15	C162814-0001	MOE	0.14 	
W0000167-1	2009-10-20	C172252-0001	MOE	6.1 	
W0000167-1	2010-10-25	C181140-0001	MOE	0.55 	
W0000167-1	2011-10-31	C190003-0001	MOE	4.8	
W0000167-1	2012-10-09	C197897-0002	MOE	4.7	
W0000167-1	2013-10-08	C206886-0001	MOE	1.4	
W0000167-1	2014-10-07	C215286-0001	MOE	1.3	
W0000167-1	2015-10-21	C224877-0001	MOE	15	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000168-1	2002-11-21	C100325-0001	MOE	12 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000168-1	2004-07-12	174922	York-Durham_Lab	0.04 [ 0.01  ] 	 
W0000168-1	2004-10-12	187883	York-Durham_Lab	0.48 [ 0.01  ] 	Aluminum suspect;
W0000169-1	2003-06-09	C105832-0001	MOE	1.4	Aluminum suspect;
W0000169-1	2009-10-28	C172485-0003	MOE	0.8	
W0000170-2	2003-06-18	C106249-0001	MOE	0.65	Use with caution - Inconsistent with other results
W0000170-2	2008-10-28	C164061-0001	MOE	8.2	
W0000170-2	2009-10-28	C172485-0004	MOE	0.43	
W0000170-2	2013-11-14	C207980-0002	MOE	1.8	
W0000170-3	2003-06-18	C106248-0001	MOE	4.9	
W0000170-3	2005-10-17	C131207-0001	MOE	7.5	
W0000170-3	2006-11-28	P83465	Maxxam Analytics Inc 	3.33	
W0000170-3	2007-11-08	V79377	Maxxam Analytics Inc 	2.16	
W0000170-3	2008-11-10	C164508-0001	MOE	5.5	
W0000170-3	2009-10-28	C172485-0005	MOE	3.6	
W0000170-3	2010-12-13	C182304-0001	MOE	3.2	
W0000170-3	2011-12-12	C191110-0001	MOE	1.3	
W0000170-3	2012-12-10	C199707-0001	MOE	2.4	
W0000170-3	2013-12-10	C208581-0001	MOE	0.93	
W0000170-3	2014-12-10	C216964-0001	MOE	5.2	
W0000170-3	2015-12-02	C225993-0001	MOE	10.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000171-2	2003-06-11	C105958-0001	MOE	3.8	Aluminum suspect;
W0000171-2	2009-10-28	C172487-0001	MOE	3.9	
W0000171-2	2013-11-14	C207980-0003	MOE	1.4	
W0000172-1	2005-10-20	B05-29885-3	Caduceon Environmental Laboratories	3.79 	Ionic balance > 40%, use with caution; Sulphate, Chloride suspect
W0000172-1	2008-10-02	C163381-0002	MOE	8.3 	
W0000172-1	2010-10-14	C180887-0006	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing; Sodium suspect
W0000172-1	2011-06-29	C186354-0001	MOE		Ionic balance > 10%, use with caution;
W0000173-1	2003-09-12	C109137-0001	MOE	6.4 	
W0000173-1	2005-10-21	B05-29885-1	Caduceon Environmental Laboratories	2.94 	
W0000173-1	2006-05-11	B06-13651-5	Caduceon Environmental Laboratories	2.72 	Use with caution - Inconsistent with other results
W0000173-1	2006-10-19	B06-32010-5	Caduceon Environmental Laboratories	3.81 	Use with caution - Inconsistent with other results
W0000173-1	2008-11-11	C164469-0002	MOE	1.4 	Use with caution - Inconsistent with other results
W0000173-1	2009-11-13	C172989-0002	MOE	0.85 	
W0000173-1	2010-10-14	C180887-0007	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000173-1	2011-08-10	C187571-0001	MOE		
W0000173-1	2012-09-25	C197571-0004	MOE	7.2	
W0000173-1	2013-08-20	C205410-0002	MOE	4.9	
W0000173-1	2014-11-12	C216402-0001	MOE	13	Ionic balance > 5%, use with caution;
W0000173-1	2015-11-09	C225393-0001	MOE	1.2	
W0000174-1	2003-09-16	C109312-0001	MOE	3.8 	
W0000174-1	2005-10-25	B05-30440-1	Caduceon Environmental Laboratories	13.5 	Ionic balance > 10%, use with caution; Calcium, Magnesium suspect; error with CasingID (the analytical results belong to w411-2)
W0000174-1	2006-05-11	B06-13651-4	Caduceon Environmental Laboratories	0.449 	 
W0000174-1	2006-10-18	B06-32010-4	Caduceon Environmental Laboratories	6.08 	 
W0000174-1	2008-11-11	C164468-0001	MOE	14 	Ionic balance > 5%, use with caution;
W0000174-1	2009-10-02	C171848-0001	MOE	10 	
W0000174-1	2010-10-13	C180887-0002	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000174-1	2011-08-15	C187687-0001	MOE		
W0000174-1	2012-09-25	C197571-0007	MOE	40	Ionic balance > 15%, use with caution; Calcium suspect
W0000174-1	2013-08-20	C205410-0001	MOE	3.1	
W0000174-1	2014-10-07	C215391-0001	MOE	9.7	
W0000175-2	2003-10-07	C110008-0001	MOE	2.5	Use with caution - Inconsistent with other results
W0000175-2	2009-11-18	C173021-0002	MOE	0.23	Use with caution - Inconsistent with other results
W0000175-3	2003-10-07	C110010-0001	MOE	4.8	Use with caution - Inconsistent with other results
W0000175-3	2009-11-18	C173021-0001	MOE	7.2	Use with caution - Inconsistent with other results
W0000176-1	2003-06-16	C106120-0001	MOE	5.6	
W0000176-1	2004-11-03	04-A042010	Maxxam Analytics Inc 	5.6	Ionic balance > 5%, use with caution; Auminum, Iron, Manganese, Zinc suspect
W0000176-1	2005-12-09	176-1-0512	SGS Lakefield Research Limited		Ionic balance > 5%, use with caution;
W0000176-1	2006-10-26	176-1-0610	SGS Lakefield Research Limited		 
W0000176-1	2007-09-24	CA10598-1	SGS Lakefield Research Limited		 
W0000176-1	2007-09-24	CA10598-2	SGS Lakefield Research Limited		 
W0000176-1	2008-05-05	CA12858-MAY08-10	SGS Lakefield Research Limited		 
W0000176-1	2008-10-29	C164127-0001	MOE	2.5	
W0000176-1	2009-10-07	C171753-0004	MOE	22.0	Ionic balance > 5%, use with caution;
W0000176-1	2010-10-06	C180653-0001	MOE	2.1	
W0000176-1	2011-10-05	C189095-0001	MOE		
W0000176-1	2012-09-18	C197342-0001	MOE		
W0000176-1	2013-10-02	C206611-0001	MOE	3.8	
W0000176-1	2014-09-30	C215050-0001	MOE	0.55	
W0000176-1	2015-09-22	C223583-0001	MOE	900.0	Ionic balance > 80%, use with caution; Sulphate inconsistent with other results; Fluoride suspect
W0000177-1	2003-07-22	C107415-0001	MOE	6.7	Use with caution - Calcium, Alkalinity suspect
W0000177-1	2004-11-16	04-A043495	Maxxam Analytics Inc 	1.27	Use with caution - Inconsistent with other results
W0000177-1	2005-10-19	C131313-0001	MOE	3.3	
W0000177-1	2006-10-26	177-1-0610	SGS Lakefield Research Limited		 
W0000177-1	2007-09-12	177-1-0709	SGS Lakefield Research Limited		 
W0000177-1	2008-05-05	CA12858-MAY08-7	SGS Lakefield Research Limited		 
W0000177-1	2008-10-28	C164064-0001	MOE	6.5	
W0000177-1	2009-09-29	C171558-0001	MOE	1.2	
W0000177-1	2010-10-13	C180740-0001	MOE	0.38	
W0000177-1	2011-10-04	C189048-0001	MOE		Ionic balance > 5%, use with caution;
W0000177-1	2013-10-01	C206558-0001	MOE	0.13	
W0000177-1	2014-10-07	C215290-0001	MOE	4.6	
W0000177-2	2002-10-08	C98851-0001	MOE	250.0	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000177-2	2004-11-16	04-A043494	Maxxam Analytics Inc 	1.99	 
W0000177-2	2005-12-09	177-2-0512	SGS Lakefield Research Limited		 
W0000177-2	2006-10-26	177-2-0610	SGS Lakefield Research Limited		 
W0000177-2	2007-09-11	177-2-0709	SGS Lakefield Research Limited		 
W0000177-2	2008-05-05	CA12858-MAY08-8	SGS Lakefield Research Limited		 
W0000177-2	2008-10-28	C164063-0001	MOE	3.8	
W0000177-2	2009-09-30	C171558-0002	MOE	1.4	
W0000177-2	2010-10-13	C180740-0002	MOE	2.4	
W0000177-2	2011-10-04	C189048-0002	MOE		Ionic balance > 5%, use with caution;
W0000177-2	2013-10-01	C206558-0002	MOE	0.33	
W0000177-2	2014-10-15	C215571-0001	MOE	6.7	
W0000177-2	2015-09-23	C223584-0001	MOE	8.6	
W0000177-3	2002-10-08	C98851-0002	MOE	0.31	Incomplete General Chemistry - Alkalinity/Nutrients missing; Metals belong to w106-2
W0000177-3	2004-11-16	04-A043493	Maxxam Analytics Inc 	2.23	
W0000177-3	2005-12-09	177-3-0512	SGS Lakefield Research Limited		
W0000177-3	2006-10-26	177-3-0610	SGS Lakefield Research Limited		
W0000177-3	2007-09-11	177-3-0709	SGS Lakefield Research Limited		
W0000177-3	2008-05-05	CA12858-MAY08-9	SGS Lakefield Research Limited		
W0000177-3	2008-10-28	C164062-0001	MOE	6.9	
W0000177-3	2009-09-29	C171558-0003	MOE	0.96	
W0000177-3	2010-10-13	C180740-0003	MOE	1.7	
W0000177-3	2011-10-04	C189048-0003	MOE		Ionic balance > 5%, use with caution;
W0000177-3	2013-10-01	C206558-0003	MOE	0.48	
W0000177-3	2014-10-15	C215570-0001	MOE	4.5	
W0000177-3	2015-09-23	C223585-0001	MOE	2.1	
W0000178-1	2003-07-24	C107465-0001	MOE	6.7	
W0000178-1	2007-05-16	S39485	Maxxam Analytics Inc 	4.53	Ionic balance > 5%, use with caution; Calcium suspect
W0000178-1	2008-12-01	C164926-0001	MOE	11.0	
W0000178-1	2010-01-13	C173992-0001	MOE	2.1	
W0000178-1	2010-10-14	C180748-0001	MOE	9.1	
W0000178-1	2011-10-06	C189188-0001	MOE		
W0000178-1	2012-10-25	C198478-0001	MOE	4.8	
W0000178-1	2013-11-04	C207704-0001	MOE	0.25	
W0000178-1	2014-11-17	C216445-0001	MOE	3.4	
W0000178-1	2015-10-21	C224632-0001	MOE	4.7	
W0000180-1	2003-09-23	C109559-0001	MOE	2.9 	
W0000180-1	2004-10-28	04-A041133	Maxxam Analytics Inc 	6.42 	Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000180-1	2006-11-08	P39992	Maxxam Analytics Inc 	1.6 	 
W0000180-1	2007-08-27	U30392	Maxxam Analytics Inc 	3.68 	 
W0000180-1	2008-10-06	C163463-0001	MOE	14 	Ionic balance > 5%, use with caution; Sulphate inconsistent
W0000180-1	2009-11-03	C172684-0001	MOE	2.8 	
W0000180-1	2010-10-18	C180934-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Chloride missing
W0000180-1	2011-11-21	C190597-0001	MOE		
W0000180-1	2012-10-01	C197710-0002	MOE	16	Ionic balance > 5%, use with caution;
W0000180-1	2013-10-21	C207290-0002	MOE	22	Ionic balance > 5%, use with caution;
W0000180-1	2015-10-06	C224124-0002	MOE	8.2	Use with caution - Inconsistent with other results; Cations suspect; Anions suspect; Metals suspect
W0000181-1	2008-06-03	C160051-0001	MOE	4.9	
W0000181-1	2009-09-28	C171668-0001	MOE	29.0	Ionic balance > 10%, use with caution; Calcium, Magnesium suspect
W0000181-1	2010-10-18	C181020-0001	MOE	270.0	Ionic balance > 50%, use with caution; Chloride suspect; Lead suspect
W0000181-1	2011-11-08	C190272-0003	MOE	9.7	
W0000181-1	2013-11-05	C207760-0003	MOE	1.4	
W0000181-1	2014-09-29	C215048-0002	MOE	3.1	
W0000181-1	2015-11-30	C225934-0001	MOE	12.0	Ionic balance > 5%, use with caution; Alkalinity, Sodium suspect
W0000182-1	2003-08-04	C103762-0001	MOE	4	Incomplete General Chemistry - Alkalinity missing;
W0000184-1	2003-08-27	C108500-0001	MOE	2.9	
W0000184-1	2008-10-14	C163707-0001	MOE	4.5	
W0000184-1	2009-10-20	C172254-0004	MOE	4.9	
W0000184-1	2010-10-25	C181141-0001	MOE	0.13	
W0000184-1	2011-10-31	C190097-0002	MOE	4.5	
W0000184-1	2012-11-13	C198995-0001	MOE	6.5	
W0000184-1	2013-11-04	C207760-0002	MOE	0.22	
W0000184-1	2014-10-27	C215941-0001	MOE		
W0000185-1	2008-08-28	C162426-0001	MOE	1.0	
W0000185-1	2009-10-20	C172254-0003	MOE	4.3	
W0000185-1	2010-10-25	C181141-0002	MOE	0.65	
W0000185-1	2011-10-31	C190097-0001	MOE	5.4	
W0000185-1	2012-11-06	C198829-0001	MOE	1.5	
W0000185-1	2013-11-18	C208033-0001	MOE	0.14	
W0000185-1	2014-10-15	C215620-0001	MOE	2.8	
W0000185-1	2015-11-02	C225098-0001	MOE	10.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000186-1	2003-08-28	C108480-0003	MOE	3.3	
W0000186-1	2006-10-19	499518	ACCUTEST LABORATORIES LTD		 
W0000186-1	2007-09-20	B07-29104-14	Caduceon Environmental Laboratories	1.7	 
W0000186-1	2007-09-20	B07-29104-13	Caduceon Environmental Laboratories	1.94	 
W0000186-1	2008-10-27	C164172-0015	MOE	8.5	
W0000186-1	2009-10-21	C172419-0003	MOE	2.0	
W0000186-1	2010-12-07	C182218-0006	MOE	3.0	
W0000186-1	2011-11-11	C190351-0005	MOE	110.0	
W0000186-1	2012-10-23	C198435-0004	MOE	0.71	
W0000186-1	2013-10-23	C207403-0006	MOE	1.0	
W0000186-1	2014-10-21	C215842-0004	MOE	3.4	
W0000186-1	2015-09-23	C223610-0004	MOE	0.71	
W0000187-2	2003-08-27	C108480-0001	MOE	1.8	
W0000187-2	2007-09-20	B07-29104-10	Caduceon Environmental Laboratories	0.147	 
W0000187-2	2008-10-28	C164172-0011	MOE	29.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000187-2	2009-10-21	C172419-0006	MOE	3.1	
W0000187-2	2010-12-07	C182218-0007	MOE	3.2	
W0000187-2	2011-11-30	C190833-0001	MOE		Ionic balance > 5%, use with caution;
W0000187-2	2012-10-23	C198435-0003	MOE	5.3	
W0000187-2	2013-10-24	C207403-0001	MOE	5.6	
W0000187-2	2014-10-21	C215842-0002	MOE	11.0	
W0000187-2	2015-09-23	C223610-0002	MOE	0.2	
W0000187-3	2003-08-27	C108480-0002	MOE	5.5	
W0000187-3	2006-10-18	499517	ACCUTEST LABORATORIES LTD		 
W0000187-3	2007-09-20	B07-29104-9	Caduceon Environmental Laboratories	0.618	 
W0000187-3	2008-10-28	C164172-0010	MOE	12.0	
W0000187-3	2009-10-21	C172419-0007	MOE	4.3	
W0000187-3	2010-12-07	C182218-0008	MOE	5.5	
W0000187-3	2011-11-30	C190833-0002	MOE		
W0000187-3	2012-10-23	C198435-0002	MOE	5.3	
W0000187-3	2013-10-24	C207403-0002	MOE	3.7	
W0000187-3	2014-10-21	C215842-0003	MOE	2.8	
W0000187-3	2015-09-23	C223610-0003	MOE	0.73	
W0000188-2	2003-06-17	C106147-0001	MOE	8.7 	
W0000188-2	2004-10-14	04-A039091	Maxxam Analytics Inc 	1.23 	 
W0000188-2	2005-03-29	C124824-0004	MOE	4.5 	
W0000188-2	2005-06-29	C127325-0001	MOE	4.4 	
W0000188-2	2005-10-20	I90836	Maxxam Analytics Inc 	1.87 	 
W0000188-2	2006-05-10	C137921-0002	MOE	 [ NDID  ] 	Incomplete General Chemistry - Sulphate/F missing; Alkalinity inconsistent
W0000188-2	2006-10-23	188-2-0610	SGS Lakefield Research Limited		 
W0000188-2	2007-08-28	C154568-0002	MOE	11 	Ionic balance > 5%, use with caution; Calcium suspect
W0000188-2	2007-10-04	C155414-0002	MOE	9.3 	 
W0000188-2	2007-10-04	C155414-0001	MOE	5.3 	 
W0000188-2	2007-11-28	C156688-0004	MOE	9 	 
W0000188-2	2008-05-06	C159360-0001	MOE	1.7 	
W0000188-2	2008-08-26	C162305-0001	MOE	3.3 	 
W0000188-2	2009-07-02	C169227-0001	MOE	9.5 	 
W0000188-2	2009-08-26	C170678-0001	MOE	1.4 	 
W0000188-2	2009-10-29	C172481-0001	MOE	0.38 	 
W0000188-2	2010-03-25	C175358-0001	MOE	2.3 	 
W0000188-2	2010-08-26	C179465-0001	MOE	3.1 	 
W0000188-2	2010-11-03	C181364-0001	MOE	2.8 	 
W0000188-2	2011-05-19	C185172-0001	MOE		
W0000188-2	2011-10-06	C189120-0003	MOE		 
W0000188-2	2011-11-24	C190657-0001	MOE		 
W0000188-2	2012-05-10	C193834-0001	MOE	3.5	
W0000188-2	2012-08-30	C196856-0002	MOE		
W0000188-2	2012-12-04	C199487-0001	MOE	1.2	
W0000188-2	2013-06-18	C203462-0001	MOE	1.5	
W0000188-2	2013-09-17	C206070-0001	MOE	1.1	
W0000188-2	2014-05-27	C211449-0001	MOE	16	Ionic balance > 5%, use with caution;
W0000188-2	2014-09-25	C214889-0001	MOE	2.8	
W0000188-2	2015-09-10	C223106-0001	MOE	6.8	
W0000188-2	2015-11-24	C225716-0001	MOE	12	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000188-2	2016-04-14	C228034-0001	MOE	12	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000188-3	2003-06-17	C106147-0002	MOE	3.8 	
W0000188-3	2004-10-14	04-A039092	Maxxam Analytics Inc 	0.88 	
W0000188-3	2005-03-29	C124824-0005	MOE	7.4 	
W0000188-3	2005-06-29	C127325-0002	MOE	2.9 	Use with caution - Calcium suspect
W0000188-3	2005-10-20	I90835	Maxxam Analytics Inc 	2.23 	Use with caution - Calcium suspect
W0000188-3	2006-05-10	C137921-0001	MOE	 [ NDID  ] 	Incomplete General Chemistry - Sulphate/F missing
W0000188-3	2006-10-23	188-3-0610	SGS Lakefield Research Limited		
W0000188-3	2007-08-28	C154568-0001	MOE	5 	
W0000188-3	2007-10-04	C155414-0004	MOE	12 	Use with caution - Sodium, Potassium inconsistent
W0000188-3	2007-11-28	C156688-0005	MOE	12 	
W0000188-3	2008-05-06	C159360-0002	MOE	20 	Ionic balance > 5%, use with caution; Calcium suspect
W0000188-3	2008-08-26	C162305-0002	MOE	2.9 	
W0000188-3	2009-07-02	C169227-0002	MOE	8.4 	
W0000188-3	2009-08-26	C170678-0002	MOE	4.5 	
W0000188-3	2009-10-29	C172481-0002	MOE	9.2 	
W0000188-3	2010-03-25	C175358-0002	MOE	9.9 	
W0000188-3	2010-08-26	C179465-0002	MOE	8.2 	
W0000188-3	2010-11-03	C181364-0002	MOE	7.2 	
W0000188-3	2011-05-19	C185172-0003	MOE		
W0000188-3	2011-10-06	C189120-0001	MOE		Use with caution - Calcium suspect
W0000188-3	2011-11-24	C190657-0003	MOE		
W0000188-3	2012-05-10	C193834-0003	MOE	1.4	
W0000188-3	2012-08-30	C196856-0003	MOE		
W0000188-3	2012-12-04	C199487-0003	MOE	6.7	
W0000188-3	2013-06-18	C203462-0002	MOE	8	
W0000188-3	2013-09-17	C206070-0003	MOE	40	
W0000188-3	2014-05-27	C211449-0003	MOE	14	Ionic balance > 5%, use with caution;
W0000188-3	2014-09-25	C214889-0003	MOE	0.99	
W0000188-3	2015-09-10	C223106-0003	MOE	5	
W0000188-3	2015-11-24	C225716-0002	MOE	7.7	Ionic balance > 5%, use with caution;
